path	bytes	class	risk	reason
tmp/semantic-ui-audit-desktop-snapshot-after-load.md	6516	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/obs-live-delivery	6512	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-fpocket-test-report.md	6490	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ui-issues-report-20260804.md	6453	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mimo-config-audit-report.md	6415	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/phone-worker-setup.md	6389	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/critique-20260818-console.log	6384	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vitest-run.txt	6382	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-implement-nav-alias-followup-20260812	6371	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-full.mjs	6350	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-startup-fix-20260808	6315	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mycelium-bezier.draft.ts	6297	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/transformed-parity-context.ts	6296	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/minecraft-bedrock-w10-rootcause.md	6280	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/classify-contracts.cjs	6280	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/stale-status-audit-report.md	6179	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-header-REPORT.md	6174	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vitest-output.txt	6155	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-lifecycle-report.md	6138	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-suite-delegate-report.md	6137	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vision-jury-findings-20260805.md	6135	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/analyze_data.js	6106	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-timeout-sweep-report.md	6048	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-threads-audit-REPORT.md	6037	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-css-v4-prompt.md	6035	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/crashcontrol-before-20260817-014511.reg	6026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/crashcontrol-before-20260817-014449.reg	6026	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/0731-trail-contract-REPORT.md	6015	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/hover-probe.cjs	5978	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-engine-restore-ownership-fix-20260812	5895	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-engine-sync-REPORT.md	5872	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/android-phone-playtest.mjs	5867	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-store-split-PLAN.md	5848	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/css-ownership-redesign-REPORT.md	5842	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/provider-wiring-report.md	5837	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/focus-blank-fix-report.md	5833	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-keyboard-REPORT.md	5815	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-wave-report-2026-08-10.md	5783	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/next-wave-triage-report.md	5749	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wave7-keyboard-fix-REPORT.md	5748	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-exports-v4.mjs	5726	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-shittiest-W4-engine-hygiene.md	5717	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-dive-bonus.mjs	5686	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-133-compaction.md	5663	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-h3ia-REPORT.md	5662	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/typecheck-baseline-report.md	5655	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-explorer-test-hardening-20260811	5618	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-test-reconcile-report.md	5613	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-implement-runsearch-fastfail-20260812	5580	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-keyboard-REPORT.md	5575	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W2-contracts.log	5569	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-exports-v3.mjs	5548	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-flake-fixes-REPORT.md	5536	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-exports-v2.mjs	5531	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attrs-refs.txt	5515	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-suite-report.md	5515	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/zydit-final-report.md	5507	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-H3-cssbudget.md	5478	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parameter-property-REPORT.md	5437	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/share-record-REPORT.md	5436	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-key-slot-probe-20260810.mjs	5428	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-search-adversarial2.mjs	5426	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D2-css.md	5420	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-map-state-usage-20260812	5419	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/delegation-20260815-hy3-test-runner-fix.md	5418	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-remaining2-REPORT.md	5406	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-css-chunking-prompt.md	5388	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W3-contracts.log	5386	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-shittiest-W1-dynamic-imports.md	5383	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/visual-qa-20260811-clean-desktop-snapshot.md	5366	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/urlstate-split-impl-REPORT.md	5356	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qa-baseline-fails.json	5337	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/rf-provenance-report-20260814.json	5336	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/surface-contract-runner-notes.md	5330	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/modelscope-engine-fix-report.md	5317	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/vacuous-coverage-fixes-REPORT.md	5316	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-implement-nav-alias-guard-20260812	5296	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/visual-qa-20260811-clean-mobile-landscape-snapshot.md	5293	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-implement-url-lease-20260812	5292	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-mission-2.md	5291	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_g2.txt	5274	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-implement-mobile-focus-trap-20260812	5249	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wave10-bugsweep-REPORT.md	5227	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-rootcause-REPORT.md	5215	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/mcp-tool-fix-report.md	5208	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-exports.mjs	5206	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-workers-REPORT.md	5202	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-cascade-live.json	5197	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-shittiest-W2-test-legibility.md	5185	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bugsweep-kiro-auto-report.md	5182	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D4-keyboard.md	5180	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-a11y-report.md	5179	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parse_spectral_adc_tlv.py	5170	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sub-agent-inside-prompt.md	5165	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-jd-A.md	5163	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/contention-swarm-20260817	5153	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lead-lifecycle-tsx.md	5140	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/review-mediumlow-report.md	5131	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/map-state-sweep.mjs	5129	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-store-seam-report.md	5128	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-focuslayer-REPORT.md	5122	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-keyboard-report.md	5121	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/split-fidelity-REPORT.md	5105	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-D-copy.md	5093	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/timer-remediation-search-report.md	5082	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-deep.md	5049	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-startup-loop-20260812	5047	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_s7.txt	5033	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-hy3-search-ux-20260812	5025	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-audio-ui-REPORT.md	4993	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/header-sweep-C.md	4989	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-components-REPORT.md	4910	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/api-contract-harden.md	4868	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/demo-mobile-REPORT.md	4860	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/engine-mapstate-split-REPORT.md	4838	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-H2-tree.md	4824	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-cascade.json	4822	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/barrel-composite-audit.md	4814	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W3-baseline.log	4812	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-S2-case-study	4801	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-b-b-a1-flake-report.md	4787	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/delegation-20260815-minimax-ci-fix.md	4785	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-triage-report.md	4748	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/roster-live-probe.mjs	4730	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h3sa-typing-regex-probe.mjs	4717	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seam1-report.md	4711	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/journey-gaps-worker-prompt.md	4706	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bsB-ux-REPORT.md	4699	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-journey-report.md	4687	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-design-mainlane-synthesis.md	4676	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/triage2.mjs	4653	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/parity-attrs-audit.md	4647	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/three-star-tests.txt	4644	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-s1.md	4643	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/triage3.mjs	4621	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scan-skills-frontmatter.mjs	4616	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/manifest-reconcile-report.md	4598	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/lazify-test-results.txt	4549	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile.md	4535	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w1-recovered-test.ts	4527	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-A-mycelium.md	4507	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/docs-crossref-sweep.md	4466	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/unit-bank-report.md	4435	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/urlstate-complete-REPORT.md	4427	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/map-state-sweep-REPORT.md	4425	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/perf-verify-origin.md	4406	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/luna-s2.1-audit-report.md	4405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/control-ps1-hardening-report.md	4402	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/normalize-logfare-config.cjs	4388	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-shittiest-W3-url-restore-split.md	4361	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/bugsweep-fixes-L1L2L3-report.md	4359	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/session-memory-2026-08-17.md	4334	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-components-prompt.md	4322	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-sequential.mjs	4294	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/public-benchmark-swarm	4290	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/patchB-probe2.mjs	4271	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w40-deadimports	4262	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/qdsp6_string_xrefs.py	4243	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_common_candidate_port.py	4228	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/cleanup-report.md	4219	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/investigate-dead-chat.cjs	4198	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/remote-mc-current.png	4196	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-probe.mjs	4190	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/p1f-engine-migration-report.md	4187	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-journey-p1-REPORT.md	4176	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/b1-fn.txt	4173	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-personality-nonconsecutive.mjs	4163	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-shared-context.mjs	4138	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/handoff-SEV1-dewindowing.md	4130	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/precis-patches	4129	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-copy-audit-report.md	4115	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/forensic.ps1	4108	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/_h2_result.json	4107	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dead-export-removal-plan.md	4100	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/batch-run-contracts.mjs	4077	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/triage.mjs	4075	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-threads-split-PLAN.md	4075	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/baseline-sync-scan-imp.mjs	4072	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-deadcode-A-report.md	4061	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/verify-headers-D1.mjs	4046	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-sedge.mjs	4005	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/W4-lifecycle-report.md	4005	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-ui-a11y-report.md	3980	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test_rf_patchwork_contract.py	3977	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-W2-phase2-model-health	3976	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/test-normalizer-direct.mjs	3962	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-landing-checklist.md	3960	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/nvidia-glm52-deepseek-DIAG.md	3941	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-scene-ready-report.md	3926	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-fresh.md	3921	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-phone-farm-report.md	3914	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-rebuilt-ready.md	3910	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-keyboard-tests-prompt.md	3909	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/audit-dive-bonus-2026-08-06.jsonl	3907	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/w61-css-orphan-cleanup-report.md	3886	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-storage.mjs	3874	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-state-REPORT.md	3866	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-utils-report.md	3866	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/hold-verify2-REPORT.md	3853	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sub-agent-dive-prompt.md	3846	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/free-supplement-modelscope-qwen-coder.md	3841	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/docs-cleanup-subagent-brief.md	3840	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dots3-note-probes	3837	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-b-f16-5n-report.md	3834	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-2.1-report.md	3832	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/ram-paging-trend.ps1	3807	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-journey-p1-prompt.md	3806	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-layer-verified-REPORT.md	3781	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-input-geometry.json	3765	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/short-landscape-map-trail-20260812	3758	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/pi-harness-slowdown-analysis.md	3754	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-loop-fleet-REPORT.md	3747	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-header-prompt.md	3740	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/beast-mission-1.md	3740	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/search-lifecycle-regression-20260807	3733	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-L1-testarch.md	3724	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/normalize-segB.txt	3719	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-adjacent-prompt.md	3715	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/dead-export-reverify.md	3715	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-high-severity-report.md	3667	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/repro-search-adversarial.mjs	3666	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-audio-prompt.md	3648	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-ui-audit-mobile-8797-ready.md	3633	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/goal-loop-skeleton.ts	3633	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-engine-teardown-prompt.md	3632	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-mode-chip-report.md	3625	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/shittiest-parts-audit.md	3618	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-header-REPORT.md	3595	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/wave9-REPORT.md	3594	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-ui-state-fix-report.md	3589	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/banner-copy-REPORT.md	3567	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/worker-medium-severity-report.md	3549	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/seam3-report.md	3541	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/semantic-explorer-ui-audit-20260810	3522	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/scratch-scoring-cache-check.test.ts	3520	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/recheck-dead-exports.mjs	3509	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-search-S3-REPORT.md	3502	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/spinner-fix-REPORT.md	3487	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/probe-live-map.mjs	3479	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/inv-search-dispatch-report.md	3479	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/layered-flesh-plan.md	3468	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/sweep-orch-middle-prompt.md	3465	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/kilo-vl-eol-report.md	3461	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/h6-verification-report.md	3456	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-contracts-prompt.md	3451	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/subagent-freeinference-config-report.md	3448	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/logfare-test-runner-batch-report.md	3442	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/jd-e2e.log	3417	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/fix-keyboard-prompt.md	3413	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/data-edge-deep-probe.mjs	3408	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/forensic5.ps1	3406	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
tmp/swarm-shittiest-W2-test-sprawl.md	3405	SEMANTIC-SCRAP	LOW	Semantic-explorer artifact - disposable
